0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
CONDICIONAMENTO,EM,ODONTOLOGIA,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,,,,
ESTABILIZAÇÃO,DE,PACIENTE,POR,MEIO,DE,CONTENÇÃO,FÍSICA,E/OU,MECÂNICA,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
CONSULTA,DE,ACONSELHAMENTO,PARA,PLANEJAMENTO,FAMILIAR,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
CONSULTA,COM,ENFERMEIRO,OBSTETRA,OU,OBSTETRIZ,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
CONSULTA/AVALIAÇÃO,COM,FISIOTERAPEUTA,,,,,,,,,,,,,,
CONSULTA,ODONTOLÓGICA,INICIAL,,,,,,,,,,,,,,
CONSULTA,ODONTOLÓGICA,DE,URGÊNCIA,,,,,,,,,,,,,
CONSULTA,ODONTOLÓGICA,PARA,AVALIAÇÃO,TÉCNICA,DE,AUDITORIA,,,,,,,,,,
CONSULTA/AVALIAÇÃO,COM,PSICÓLOGO,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,
AMB:,Seg.,Ambulatorial,,,,,,,,,,,,,,
HCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,
REF:,Plano,Referência,,,,,,,,,,,,,,
PAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,
Rol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,
Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,
SESSÃO,COM,PSICÓLOGO,,,,,,,,,,,,,,
CONSULTA/AVALIAÇÃO,COM,FONOAUDIÓLOGO,,,,,,,,,,,,,,
SESSÃO,COM,FONOAUDIÓLOGO,,,,,,,,,,,,,,
CONSULTA,COM,NUTRICIONISTA,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,,,,
CONSULTA/AVALIAÇÃO,COM,TERAPEUTA,OCUPACIONAL,,,,,,,,,,,,,
SESSÃO,COM,TERAPEUTA,OCUPACIONAL,,,,,,,,,,,,,
TRANSPORTE,EXTRA-HOSPITALAR,DE,PACIENTES,GRAVES,COM,ACOMPANHAMENTO,"MÉDICO,",DO,,,,,,,,
ESTABELECIMENTO,HOSPITALAR,DE,ORIGEM,PARA,OUTRO,ESTABELECIMENTO,DE,SAÚDE,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
"CONSULTAS,",VISITAS,HOSPITALARES,OU,,,,,,,,,,,,,
ACOMPANHAMENTO,DE,PACIENTES,,,,,,,,,,,,,,
ACOMPANHAMENTO,CLÍNICO,AMBULATORIAL,PÓS-TRANSPLANTE,DE,CÓRNEA,,,,,,,,,,,
ACOMPANHAMENTO,CLÍNICO,AMBULATORIAL,PÓS-TRANSPLANTE,DE,MEDULA,ÓSSEA,,,,,,,,,,
ACOMPANHAMENTO,CLÍNICO,AMBULATORIAL,PÓS-TRANSPLANTE,HEPÁTICO,,,,,,,,,,,,
ACOMPANHAMENTO,CLÍNICO,AMBULATORIAL,PÓS-TRANSPLANTE,RENAL,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
ACOMPANHAMENTO,CLÍNICO,DE,TRANSPLANTE,HEPÁTICO,NO,PERÍODO,DE,INTERNAÇÃO,DO,RECEPTOR,E,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
ACOMPANHAMENTO,CLÍNICO,DE,TRANSPLANTE,RENAL,NO,PERÍODO,DE,INTERNAÇÃO,DO,RECEPTOR,E,DO,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
AVALIAÇÃO,CLÍNICA,DIARIA,ENTERAL,E/OU,PARENTERAL,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
AVALIAÇÃO,CLÍNICA,E,ELETRÔNICA,DE,PACIENTE,PORTADOR,DE,DISPOSITIVO,CARDÍACO,ELETRÔNICO,,,,,,
IMPLANTÁVEL,"(MARCA-PASSO,",ESTIMULADOR,"MULTISSÍTIO/RESSINCRONIZADOR,",DESFIBRILADOR,OU,,,,,,,,,,,
MONITOR,DE,EVENTOS),,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
CARDIOVERSÃO,ELÉTRICA,COM,ELETROCARDIOGRAMA,,,,,,,,,,,,,
CONTROLE,DE,BIOFILME,DENTAL,(PLACA,BACTERIANA),,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
FORNECIMENTO,DE,EQUIPAMENTOS,COLETORES,E,ADJUVANTES,PARA,"COLOSTOMIA,",ILEOSTOMIA,E,,,,,,,
"UROSTOMIA,",SONDA,VESICAL,DE,DEMORA,E,COLETOR,DE,URINA,(COM,PROTOCOLO,DE,UTILIZAÇÃO,-,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,
AMB:,Seg.,Ambulatorial,,,,,,,,,,,,,,
HCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,
REF:,Plano,Referência,,,,,,,,,,,,,,
PAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,
Rol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,
Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,
PROFILAXIA:,POLIMENTO,CORONÁRIO,,,,,,,,,,,,,,
TERAPIA,ANTINEOPLÁSICA,ORAL,PARA,TRATAMENTO,DO,CÂNCER,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,
TESTE,DE,PROVOCAÇÃO,ORAL,COM,ALIMENTOS,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
MEDICAMENTOS,PARA,O,CONTROLE,DE,EFEITOS,ADVERSOS,E,ADJUVANTES,RELACIONADOS,A,,,,,,
TRATAMENTOS,ANTINEOPLÁSICOS,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
HOLTER,DE,24,HORAS,-,2,OU,MAIS,CANAIS,-,ANALÓGICO,OU,DIGITAL,,,,
MONITORIZAÇÃO,AMBULATORIAL,DA,PRESSÃO,ARTERIAL,-,MAPA,(24,HORAS),-,COM,DIRETRIZ,DE,UTILIZAÇÃO,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
MONITORIZAÇÃO,AMBULATORIAL,DA,PRESSÃO,ARTERIAL,DE,5,DIAS,-,MAPA,5,DIAS,(MONITORIZAÇÃO,,,,
RESIDENCIAL,DA,PRESSÃO,ARTERIAL,-,MRPA),-,COM,DIRETRIZ,DE,UTILIZAÇÂO,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
MONITORIZAÇÃO,DA,PRESSÃO,INTRACRANIANA,,,,,,,,,,,,,
MONITORIZAÇÃO,HEMODINÂMICA,INVASIVA,OU,NÃO,INVASIVA,,,,,,,,,,,
MONITORIZAÇÃO,NEUROFISIOLÓGICA,INTRA-OPERATÓRIA,,,,,,,,,,,,,,
POTENCIAL,EVOCADO,INTRA-OPERATÓRIO,-,MONITORIZAÇÃO,CIRÚRGICA,(PE/IO),,,,,,,,,,
TESTE,DE,INCLINAÇÃO,ORTOSTÁTICA,(TILT,TEST),-,COM,DIRETRIZ,DE,UTILIZAÇÃO,,,,,,
ADAPTAÇÃO,E,TREINAMENTO,DE,RECURSOS,ÓPTICOS,,,,,,,,,,,
AMPUTAÇÃO,(PREPARAÇÃO,DO,COTO,E,TREINAMENTO,PROTÉTICO),,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
BIOFEEDBACK,COM,EMG,,,,,,,,,,,,,,
EXERCÍCIOS,DE,ORTÓPTICA,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
INFILTRAÇÃO,DE,PONTO,GATILHO,OU,AGULHAMENTO,SECO,,,,,,,,,,
REABILITACAO,E,REEDUCACAO,DE,SEQÜELAS,EM,TRAUMATISMOS,E,POLITRAUMATIZADOS,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,
AMB:,Seg.,Ambulatorial,,,,,,,,,,,,,,
HCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,
REF:,Plano,Referência,,,,,,,,,,,,,,
PAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,
Rol,de,Procedimentos,e,Eventos,em,Saúde,,,,,,,,,,
(RN,"465/2021,",vigente,a,partir,de,"01/04/2021,",e,suas,alterações),,,,,,,
Seg. Ambulatorial,HCO,HSO,REF,,,,,,,,,,,,,
REABILITAÇÃO,PERINEAL/VESICO-URETRAL,COM,OU,SEM,BIOFEEDBACK,,,,,,,,,,,
REEDUACAÇÃO,E,REABILITAÇÃO,DE,QUEIMADOS,PARA,PREVENÇÃO,DE,SEQUELAS,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,CARDIOVASCULAR,,,,,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,DO,SISTEMA,LINFÁTICO,E/OU,VASCULAR,PERIFÉRICO,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,DO,SISTEMA,MÚSCULO-ESQUELÉTICO,POR,DISTÚRBIOS,CONGÊNITOS,OU,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,NEUROLÓGICA,,,,,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,NEURO-MÚSCULO-ESQUELÉTICA,,,,,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,NO,RETARDO,DO,DESENVOLVIMENTO,PSICOMOTOR,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,RESPIRATÓRIA,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
REEDUCAÇÃO,E,REABILITAÇÃO,TRAUMATO-ORTOPÉDICA,(EXCLUI,TÉCNICAS,CINESIOTERÁPICAS,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
REEDUCAÇÃO,E/OU,REABILITAÇÃO,DE,DISTÚRBIOS,CRÂNIO-FACIAIS,,,,,,,,,,,
REEDUCAÇÃO,E/OU,REABILITAÇÃO,NOS,PROCESSOS,INFLAMATÓRIOS,PÉLVICOS,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
APLICAÇÃO,DE,CARIOSTÁTICO,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,,,,
APLICAÇÃO,DE,HIPOSSENSIBILIZANTE,,,,,,,,,,,,,,
APLICAÇÃO,DE,SELANTE,(COM,DIRETRIZ,DE,UTILIZAÇÃO),,,,,,,,,,
APLICAÇÃO,TÓPICA,DE,FLÚOR,,,,,,,,,,,,,
APLICAÇÃO,TÓPICA,DE,VERNIZ,FLUORETADO,,,,,,,,,,,,
OD:,Seg.,Odontológica,,,,,,,,,,,,,,
AMB:,Seg.,Ambulatorial,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
PROCEDIMENTOS,CLÍNICOS,AMBULATORIAIS,,,,,,,,,,,,,,
HCO:,Seg.,Hospitalar,Com,Obstetrícia,,,,,,,,,,,,
HSO:,Seg.,Hospitalar,Sem,Obstetrícia,,,,,,,,,,,,
REF:,Plano,Referência,,,,,,,,,,,,,,
PAC:,Procedimento,de,Alta,Complexidade,,,,,,,,,,,,
DUT:,Diretriz,de,Utilização,,,,,,,,,,,,,
